customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
TC-005340,Female,0,No,No,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.36,56.88,No
TC-005341,Female,0,No,Yes,8,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),73.99,552.27,No
TC-005342,Female,0,No,No,34,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),99.33,3386.12,Yes
TC-005343,Male,0,No,No,52,Yes,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),61.85,3247.64,No
TC-005344,Female,0,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Electronic check,93.56,62.35,No
TC-005345,Female,0,Yes,No,11,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.0,997.72,Yes
TC-005346,Female,0,Yes,Yes,57,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,86.89,4941.14,Yes
TC-005347,Female,0,No,No,28,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Electronic check,65.57,1897.04,No
TC-005348,Male,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,101.31,2244.0,Yes
TC-005349,Female,0,No,No,33,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Mailed check,71.04,2340.26,No
TC-005350,Male,0,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),88.26,3803.5,No
TC-005351,Female,0,Yes,No,35,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,101.64,3490.13,No
TC-005352,Male,0,Yes,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),34.65,34.65,No
TC-005353,Male,1,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.13,186.73,No
TC-005354,Male,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Mailed check,99.52,517.89,Yes
TC-005355,Male,0,No,No,9,Yes,No phone service,DSL,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,84.15,807.5,No
TC-005356,Male,0,No,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,87.16,4773.74,Yes
TC-005357,Female,1,No,Yes,48,Yes,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,92.61,4486.94,Yes
TC-005358,Female,0,Yes,Yes,25,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,431.81,No
TC-005359,Female,0,No,Yes,24,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),84.57,2043.7,No
TC-005360,Male,1,No,No,31,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,70.37,2228.8,Yes
TC-005361,Female,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,83.38,593.09,Yes
TC-005362,Male,1,Yes,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),27.53,1779.96,No
TC-005363,Male,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,97.63,7076.87,Yes
TC-005364,Female,0,No,Yes,6,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),68.92,498.49,No
TC-005365,Female,0,Yes,No,35,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.55,2764.56,No
TC-005366,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),35.95,576.95,No
TC-005367,Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.14,241.13,No
TC-005368,Female,0,Yes,No,0,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,96.52,96.52,No
TC-005369,Female,0,No,No,15,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,78.83,1214.49,No
TC-005370,Female,0,Yes,Yes,49,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,79.2,3870.02,No
TC-005371,Female,0,Yes,Yes,0,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Mailed check,93.51,93.51,Yes
TC-005372,Male,1,No,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),37.42,742.7,No
TC-005373,Female,0,No,Yes,34,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,78.19,2690.32,No
TC-005374,Female,0,No,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),40.84,1631.04,Yes
TC-005375,Female,0,Yes,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,29.82,1259.31,No
TC-005376,Male,0,No,No,1,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),66.13,52.14,No
TC-005377,Male,1,Yes,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,68.43,774.58,No
TC-005378,Male,0,Yes,No,50,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,108.36,5377.85,Yes
TC-005379,Male,0,No,No,2,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,70.21,82.99,No
TC-005380,Female,0,No,Yes,24,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),99.77,2306.26,Yes
TC-005381,Male,0,No,No,64,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Electronic check,82.69,5327.23,No
TC-005382,Female,0,No,No,3,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),112.21,347.81,No
TC-005383,Female,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),37.85,72.87,Yes
TC-005384,Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),39.5,467.85,No
TC-005385,Female,1,Yes,Yes,47,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),62.15,2977.22,No
TC-005386,Male,0,No,No,72,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),97.43,6996.3,Yes
TC-005387,Male,0,No,Yes,38,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,84.37,3179.02,Yes
TC-005388,Male,0,No,No,22,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,104.41,2329.06,No
TC-005389,Female,0,Yes,No,39,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,90.26,3631.76,No
TC-005390,Female,0,No,Yes,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),37.31,1356.12,No
TC-005391,Female,0,Yes,Yes,8,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,102.0,760.36,Yes
TC-005392,Female,0,No,Yes,46,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Credit card (automatic),93.1,4285.11,No
TC-005393,Female,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,32.24,250.28,No
TC-005394,Male,0,Yes,No,12,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,107.94,1302.12,No
TC-005395,Female,0,Yes,No,57,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,64.8,3569.09,No
TC-005396,Male,1,No,Yes,72,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),55.18,3889.16,No
TC-005397,Female,0,No,No,6,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),75.07,467.53,Yes
TC-005398,Female,0,Yes,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),67.43,204.36,No
TC-005399,Male,0,No,Yes,19,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,94.79,1777.32,Yes
TC-005400,Male,1,Yes,Yes,1,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,85.94,43.28,No
TC-005401,Female,0,No,No,8,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),65.51,548.31,No
TC-005402,Female,0,Yes,Yes,10,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,75.28,791.41,No
TC-005403,Female,0,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.59,4826.36,No
TC-005404,Female,0,Yes,Yes,45,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),87.24,3920.47,No
TC-005405,Male,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,96.78,312.38,Yes
TC-005406,Female,0,Yes,No,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.06,80.57,No
TC-005407,Male,1,No,No,40,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),62.32,2467.55,No
TC-005408,Female,0,No,No,49,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,84.99,4292.25,Yes
TC-005409,Male,0,No,No,30,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,58.38,1764.45,No
TC-005410,Male,0,No,Yes,0,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),81.34,81.34,No
TC-005411,Female,0,No,No,67,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),79.25,5385.89,No
TC-005412,Male,0,No,No,38,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,63.82,2470.06,No
TC-005413,Female,0,No,No,38,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),99.47,3775.79,No
TC-005414,Male,0,No,No,26,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Electronic check,114.78,3130.95,No
TC-005415,Female,0,No,Yes,49,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),105.01,5141.42,No
TC-005416,Male,0,Yes,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,40.51,1765.61,Yes
TC-005417,Female,0,Yes,No,41,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),114.93,4829.72,No
TC-005418,Female,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),40.66,40.66,Yes
TC-005419,Male,0,Yes,No,2,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,105.71,292.02,No
TC-005420,Male,1,No,Yes,22,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,99.44,2262.85,Yes
TC-005421,Male,0,Yes,No,5,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),92.5,550.88,Yes
TC-005422,Male,0,Yes,No,4,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,108.85,446.33,No
TC-005423,Female,0,Yes,No,9,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),88.58,850.35,Yes
TC-005424,Male,0,No,No,38,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,97.0,3657.67,Yes
TC-005425,Female,0,No,No,36,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),92.76,3346.61,Yes
TC-005426,Male,0,No,Yes,42,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,110.7,4665.05,No
TC-005427,Female,1,No,No,3,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),102.35,369.41,Yes
TC-005428,Female,0,Yes,No,4,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,89.46,426.14,No
TC-005429,Female,0,No,No,41,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,68.81,2829.13,No
TC-005430,Female,0,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),29.47,472.16,No
TC-005431,Male,0,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.94,2296.64,No
TC-005432,Male,0,Yes,Yes,63,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),60.21,3821.23,No
TC-005433,Female,0,Yes,Yes,45,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),69.26,3065.0,Yes
TC-005434,Male,1,Yes,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),34.18,331.81,Yes
TC-005435,Male,0,Yes,No,36,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),100.96,3598.23,No
TC-005436,Female,0,No,No,34,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,72.82,2383.03,No
TC-005437,Male,0,No,No,58,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),66.09,3772.98,No
TC-005438,Male,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),109.66,352.44,No
TC-005439,Male,0,No,No,43,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),68.73,2955.35,No
TC-005440,Female,0,No,No,53,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,89.5,4737.09,No
TC-005441,Male,0,Yes,No,51,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,113.77,5766.85,No
TC-005442,Female,0,No,Yes,28,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),96.27,2681.3,No
TC-005443,Male,1,No,No,42,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55.84,2319.47,No
TC-005444,Male,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,36.77,1219.23,Yes
TC-005445,Male,0,Yes,No,49,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,68.08,3392.16,No
TC-005446,Female,0,No,Yes,50,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),104.54,5152.57,No
TC-005447,Female,0,Yes,No,70,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),76.81,5335.79,No
TC-005448,Male,0,Yes,No,25,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,65.09,1690.92,No
TC-005449,Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),118.18,262.49,No
TC-005450,Male,0,No,No,0,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),67.83,67.83,No
TC-005451,Female,0,No,No,30,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,115.31,3487.93,No
TC-005452,Female,0,No,No,7,No,No phone service,DSL,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,59.3,501.79,No
TC-005453,Male,0,Yes,Yes,57,Yes,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,88.6,5008.33,No
TC-005454,Male,0,No,Yes,49,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,No,Mailed check,85.97,4152.39,No
TC-005455,Male,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,36.28,129.99,No
TC-005456,Male,0,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),97.32,1359.84,No
TC-005457,Female,0,Yes,Yes,13,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),102.23,1300.2,No
TC-005458,Female,0,No,Yes,3,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),115.1,325.4,No
TC-005459,Female,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,91.88,355.09,No
TC-005460,Male,0,No,Yes,47,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,61.54,2922.85,No
TC-005461,Male,0,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),32.3,1123.96,No
TC-005462,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),114.62,181.3,Yes
TC-005463,Male,0,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,42.99,2718.14,No
TC-005464,Female,0,Yes,No,67,Yes,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.08,6320.85,No
TC-005465,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,82.78,5932.42,No
TC-005466,Female,0,Yes,Yes,25,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),107.71,2728.45,No
TC-005467,Female,0,No,No,29,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),81.48,2361.01,Yes
TC-005468,Female,0,No,No,56,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),84.12,4853.82,No
TC-005469,Male,0,No,No,0,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),97.71,97.71,Yes
TC-005470,Male,0,Yes,No,36,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),90.29,3288.35,No
TC-005471,Male,0,No,No,50,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,86.04,4392.0,No
TC-005472,Female,0,Yes,Yes,6,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),81.92,455.03,Yes
TC-005473,Female,0,Yes,No,52,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,77.53,4011.19,No
TC-005474,Female,0,No,No,45,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,60.08,2653.9,No
TC-005475,Female,1,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),34.55,1149.98,No
TC-005476,Male,0,No,Yes,35,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),70.26,2461.66,No
TC-005477,Male,0,Yes,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,35.38,214.61,No
TC-005478,Female,0,Yes,Yes,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,37.11,1784.53,No
TC-005479,Female,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),30.23,189.85,No
TC-005480,Female,0,Yes,No,3,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),69.69,147.74,No
TC-005481,Male,0,No,No,60,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),60.17,3487.77,Yes
TC-005482,Male,0,No,No,22,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,68.18,1429.25,No
TC-005483,Male,1,No,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,37.95,1859.49,No
TC-005484,Female,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,40.87,1632.84,No
TC-005485,Female,0,No,No,37,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,91.58,3417.24,No
TC-005486,Male,0,No,No,31,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),75.32,2305.06,No
TC-005487,Female,0,Yes,No,72,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,91.39,6565.58,No
TC-005488,Male,0,Yes,No,3,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),76.81,215.2,Yes
TC-005489,Female,0,No,No,44,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),93.76,4114.02,No
TC-005490,Male,1,No,Yes,55,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),33.95,1897.17,No
TC-005491,Female,0,Yes,No,9,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.2,797.6,No
TC-005492,Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),99.75,471.95,No
TC-005493,Male,1,No,No,58,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,No,Electronic check,70.21,4105.14,No
TC-005494,Male,0,No,Yes,28,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.94,2354.52,Yes
TC-005495,Male,0,Yes,No,3,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),106.83,263.08,Yes
TC-005496,Male,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),33.83,954.21,No
TC-005497,Male,0,Yes,No,43,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,101.21,4337.36,No
TC-005498,Female,0,No,No,4,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),65.64,344.39,No
TC-005499,Female,0,Yes,Yes,10,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,83.78,1010.81,Yes
TC-005500,Female,0,No,No,7,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,79.85,467.14,No
TC-005501,Male,0,No,No,57,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,70.06,3975.47,No
TC-005502,Male,0,No,No,31,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),70.55,2108.29,Yes
TC-005503,Female,0,Yes,No,0,No,No phone service,DSL,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),37.7,37.7,No
TC-005504,Male,1,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,103.47,2658.8,Yes
TC-005505,Male,0,Yes,No,23,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),103.22,2352.12,No
TC-005506,Male,0,Yes,Yes,62,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,74.24,4609.14,No
TC-005507,Male,0,Yes,Yes,55,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),76.77,4270.33,No
TC-005508,Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,98.99,324.95,No
TC-005509,Female,0,No,No,23,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),118.95,2726.29,No
TC-005510,Female,0,No,No,61,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),83.72,5239.49,Yes
TC-005511,Female,0,No,No,23,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,No,Electronic check,78.92,1809.45,No
TC-005512,Female,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.89,419.93,No
TC-005513,Female,0,No,No,14,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,109.09,1593.07,No
TC-005514,Male,0,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),82.29,5321.67,No
TC-005515,Male,0,Yes,Yes,60,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),37.96,2256.06,No
TC-005516,Male,0,Yes,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),39.57,843.37,No
TC-005517,Male,0,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,34.64,2331.06,No
TC-005518,Female,0,Yes,No,44,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Electronic check,94.37,4161.57,Yes
